"date","area_name","area_code","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"2020-11-25","Hounslow","E09000018",-42,-11,18,-43,-41,17
"2020-11-26","Hounslow","E09000018",-40,-8,38,-45,-43,17
"2020-11-27","Hounslow","E09000018",-38,-6,27,-43,-44,17
"2020-11-28","Hounslow","E09000018",-45,-4,10,-45,-28,12
"2020-11-29","Hounslow","E09000018",-47,-20,10,-48,-32,10
"2020-11-30","Hounslow","E09000018",-35,-7,18,-43,-43,16
"2020-12-01","Hounslow","E09000018",-36,-7,44,-44,-41,16
"2020-12-02","Hounslow","E09000018",-21,-10,12,-40,-34,14
"2020-12-03","Hounslow","E09000018",-30,-15,-18,-43,-37,15
"2020-12-04","Hounslow","E09000018",-22,-7,10,-38,-36,13
"2020-12-05","Hounslow","E09000018",-22,-3,14,-31,-15,7
"2020-12-06","Hounslow","E09000018",-21,-5,5,-31,-17,6
"2020-12-07","Hounslow","E09000018",-18,-8,4,-39,-38,13
"2020-12-08","Hounslow","E09000018",-21,-8,15,-41,-35,14
"2020-12-09","Hounslow","E09000018",-21,-8,19,-40,-33,13
"2020-12-10","Hounslow","E09000018",-23,-5,16,-41,-36,13
"2020-12-11","Hounslow","E09000018",-23,-7,24,-35,-36,12
"2020-12-12","Hounslow","E09000018",-28,-2,11,-33,-14,7
"2020-12-13","Hounslow","E09000018",-31,-13,-20,-36,-18,7
"2020-12-14","Hounslow","E09000018",-19,-5,8,-40,-38,13
"2020-12-15","Hounslow","E09000018",-12,-4,30,-38,-38,12
"2020-12-16","Hounslow","E09000018",-32,-5,2,-43,-37,15
"2020-12-17","Hounslow","E09000018",-27,2,34,-43,-40,15
"2020-12-18","Hounslow","E09000018",-32,-3,0,-43,-44,16
"2020-12-19","Hounslow","E09000018",-34,1,-9,-38,-20,9
"2020-12-20","Hounslow","E09000018",-47,-13,10,-45,-28,9
"2020-12-21","Hounslow","E09000018",-37,9,8,-55,-56,20
"2020-12-22","Hounslow","E09000018",-37,9,42,-57,-57,21
"2020-12-23","Hounslow","E09000018",-35,18,9,-57,-56,21
"2020-12-24","Hounslow","E09000018",-39,14,39,-61,-66,24
"2020-12-25","Hounslow","E09000018",-87,-82,10,-89,-87,34
"2020-12-26","Hounslow","E09000018",-78,-52,-17,-69,-56,19
"2020-12-27","Hounslow","E09000018",-56,-28,15,-58,-36,12
"2020-12-28","Hounslow","E09000018",-50,-22,35,-70,-76,28
"2020-12-29","Hounslow","E09000018",-44,-13,45,-64,-66,25
"2020-12-30","Hounslow","E09000018",-43,-6,53,-63,-64,25
"2020-12-31","Hounslow","E09000018",-44,2,26,-66,-67,26
"2021-01-01","Hounslow","E09000018",-76,-60,4,-78,-81,33
"2021-01-02","Hounslow","E09000018",-60,-21,10,-61,-42,17
"2021-01-03","Hounslow","E09000018",-59,-31,-2,-59,-35,13
"2021-01-04","Hounslow","E09000018",-47,-16,-3,-60,-55,22
"2021-01-05","Hounslow","E09000018",-54,-24,-9,-62,-54,23
"2021-01-06","Hounslow","E09000018",-53,-23,13,-61,-53,24
"2021-01-07","Hounslow","E09000018",-53,-21,12,-62,-56,24
"2021-01-08","Hounslow","E09000018",-55,-24,-2,-60,-55,24
"2021-01-09","Hounslow","E09000018",-59,-18,3,-60,-36,16
"2021-01-10","Hounslow","E09000018",-62,-33,-15,-63,-39,14
"2021-01-11","Hounslow","E09000018",-50,-23,9,-61,-55,22
"2021-01-12","Hounslow","E09000018",-52,-25,8,-62,-56,24
"2021-01-13","Hounslow","E09000018",-57,-27,-20,-63,-55,23
"2021-01-14","Hounslow","E09000018",-59,-29,-31,-65,-57,24
"2021-01-15","Hounslow","E09000018",-55,-23,11,-60,-56,23
"2021-01-16","Hounslow","E09000018",-61,-23,-24,-61,-38,16
"2021-01-17","Hounslow","E09000018",-59,-29,25,-61,-38,12
"2021-01-18","Hounslow","E09000018",-52,-25,8,-62,-56,22
"2021-01-19","Hounslow","E09000018",-55,-26,9,-62,-57,23
"2021-01-20","Hounslow","E09000018",-59,-29,-25,-64,-55,24
"2021-01-21","Hounslow","E09000018",-54,-20,20,-63,-56,23
"2021-01-22","Hounslow","E09000018",-53,-21,36,-58,-55,23
"2021-01-23","Hounslow","E09000018",-58,-17,9,-59,-36,15
"2021-01-24","Hounslow","E09000018",-67,-39,31,-63,-41,13
"2021-01-25","Hounslow","E09000018",-52,-22,16,-60,-56,22
"2021-01-26","Hounslow","E09000018",-55,-25,-3,-62,-56,23
"2021-01-27","Hounslow","E09000018",-53,-21,2,-61,-54,23
"2021-01-28","Hounslow","E09000018",-52,-18,20,-60,-55,23
"2021-01-29","Hounslow","E09000018",-52,-18,10,-55,-55,23
"2021-01-30","Hounslow","E09000018",-59,-17,-45,-59,-37,16
"2021-01-31","Hounslow","E09000018",-57,-26,1,-58,-38,12
"2021-02-01","Hounslow","E09000018",-49,-20,6,-58,-55,21
"2021-02-02","Hounslow","E09000018",-49,-20,30,-58,-55,22
"2021-02-03","Hounslow","E09000018",-52,-22,4,-61,-53,22
"2021-02-04","Hounslow","E09000018",-54,-23,1,-62,-55,23
"2021-02-05","Hounslow","E09000018",-48,-14,38,-57,-53,21
"2021-02-06","Hounslow","E09000018",-54,-10,2,-57,-33,14
"2021-02-07","Hounslow","E09000018",-62,-31,-36,-64,-39,13
"2021-02-08","Hounslow","E09000018",-53,-22,-11,-61,-55,22
"2021-02-09","Hounslow","E09000018",-54,-23,-8,-62,-55,23
"2021-02-10","Hounslow","E09000018",-50,-16,12,-60,-52,22
"2021-02-11","Hounslow","E09000018",-51,-15,3,-62,-54,23
"2021-02-12","Hounslow","E09000018",-50,-13,1,-59,-53,22
"2021-02-13","Hounslow","E09000018",-52,-5,-10,-59,-34,14
"2021-02-14","Hounslow","E09000018",-54,-20,-11,-59,-34,12
"2021-02-15","Hounslow","E09000018",-42,-11,51,-58,-56,20
"2021-02-16","Hounslow","E09000018",-47,-16,20,-59,-56,22
"2021-02-17","Hounslow","E09000018",-49,-17,3,-60,-53,22
"2021-02-18","Hounslow","E09000018",-46,-10,41,-59,-55,22
"2021-02-19","Hounslow","E09000018",-46,-10,26,-57,-54,22
"2021-02-20","Hounslow","E09000018",-47,-4,46,-52,-29,12
"2021-02-21","Hounslow","E09000018",-50,-19,50,-55,-32,10
"2021-02-22","Hounslow","E09000018",-43,-13,12,-54,-52,20
"2021-02-23","Hounslow","E09000018",-41,-10,80,-55,-51,20
"2021-02-24","Hounslow","E09000018",-44,-10,61,-55,-49,21
"2021-02-25","Hounslow","E09000018",-45,-8,25,-57,-51,21
"2021-02-26","Hounslow","E09000018",-43,-1,92,-53,-49,19
"2021-02-27","Hounslow","E09000018",-47,1,82,-47,-28,11
"2021-02-28","Hounslow","E09000018",-49,-13,43,-52,-30,10
"2021-03-01","Hounslow","E09000018",-41,-5,56,-54,-50,19
"2021-03-02","Hounslow","E09000018",-45,-10,53,-56,-51,20
"2021-03-03","Hounslow","E09000018",-49,-14,2,-56,-49,21
"2021-03-04","Hounslow","E09000018",-47,-7,5,-57,-50,21
"2021-03-05","Hounslow","E09000018",-43,-4,34,-50,-49,20
"2021-03-06","Hounslow","E09000018",-46,1,20,-50,-27,12
"2021-03-07","Hounslow","E09000018",-46,-13,51,-52,-30,10
"2021-03-08","Hounslow","E09000018",-36,0,51,-49,-47,17
"2021-03-09","Hounslow","E09000018",-39,-4,105,-47,-46,17
"2021-03-10","Hounslow","E09000018",-48,-12,-15,-50,-45,19
"2021-03-11","Hounslow","E09000018",-45,-3,16,-50,-46,18
"2021-03-12","Hounslow","E09000018",-42,-1,34,-46,-44,17
"2021-03-13","Hounslow","E09000018",-45,8,11,-49,-25,12
"2021-03-14","Hounslow","E09000018",-48,-10,15,-50,-24,9
"2021-03-15","Hounslow","E09000018",-38,-4,51,-47,-45,16
"2021-03-16","Hounslow","E09000018",-42,-7,60,-48,-45,17
"2021-03-17","Hounslow","E09000018",-43,-6,43,-44,-42,17
"2021-03-18","Hounslow","E09000018",-43,-3,28,-50,-44,18
"2021-03-19","Hounslow","E09000018",-40,0,86,-43,-43,16
"2021-03-20","Hounslow","E09000018",-47,-1,32,-48,-25,12
"2021-03-21","Hounslow","E09000018",-47,-13,58,-49,-26,9
"2021-03-22","Hounslow","E09000018",-35,-2,109,-45,-43,15
"2021-03-23","Hounslow","E09000018",-40,-6,87,-47,-43,16
"2021-03-24","Hounslow","E09000018",-40,-4,53,-48,-41,17
"2021-03-25","Hounslow","E09000018",-41,-1,45,-48,-43,17
"2021-03-26","Hounslow","E09000018",-42,-2,16,-46,-43,17
"2021-03-27","Hounslow","E09000018",-42,5,54,-44,-24,11
"2021-03-28","Hounslow","E09000018",-49,-16,15,-50,-28,10
"2021-03-29","Hounslow","E09000018",-30,5,159,-45,-43,14
"2021-03-30","Hounslow","E09000018",-31,3,192,-43,-43,14
"2021-03-31","Hounslow","E09000018",-33,5,116,-40,-42,15
"2021-04-01","Hounslow","E09000018",-30,17,105,-43,-46,15
"2021-04-02","Hounslow","E09000018",-36,5,122,-56,-68,22
"2021-04-03","Hounslow","E09000018",-44,12,34,-45,-31,11
"2021-04-04","Hounslow","E09000018",-61,-40,120,-40,-33,6
"2021-04-05","Hounslow","E09000018",-39,-9,117,-63,-74,24
"2021-04-06","Hounslow","E09000018",-37,-2,74,-49,-52,18
"2021-04-07","Hounslow","E09000018",-40,-5,55,-48,-50,18
"2020-02-15","Islington","E09000019",-8,-5,-33,15,0,2
"2020-02-16","Islington","E09000019",30,-4,-38,29,-2,2
"2020-02-17","Islington","E09000019",-1,-2,-4,0,-8,2
"2020-02-18","Islington","E09000019",-1,-4,-8,-5,-7,1
"2020-02-19","Islington","E09000019",-5,-9,-18,-4,-7,2
"2020-02-20","Islington","E09000019",-8,-7,-21,-5,-8,2
"2020-02-21","Islington","E09000019",-5,-4,-10,-5,-9,2
"2020-02-22","Islington","E09000019",-6,-2,-13,28,3,0
"2020-02-23","Islington","E09000019",35,1,-5,39,1,-1
"2020-02-24","Islington","E09000019",-9,-5,-19,-1,-2,1
"2020-02-25","Islington","E09000019",-5,2,0,-1,-1,0
"2020-02-26","Islington","E09000019",-6,-2,-7,0,0,1
"2020-02-27","Islington","E09000019",27,2,-6,11,-1,0
"2020-02-28","Islington","E09000019",-2,-4,-16,1,-1,1
"2020-02-29","Islington","E09000019",-4,0,-19,-5,4,1
"2020-03-01","Islington","E09000019",1,1,9,-8,3,-1
"2020-03-02","Islington","E09000019",-3,2,5,0,-1,1
"2020-03-03","Islington","E09000019",-2,3,2,-8,-1,1
"2020-03-04","Islington","E09000019",-7,0,-19,-4,-1,2
"2020-03-05","Islington","E09000019",-15,-7,-30,-4,-1,2
"2020-03-06","Islington","E09000019",-6,8,14,-3,-2,1
"2020-03-07","Islington","E09000019",20,9,8,29,4,0
"2020-03-08","Islington","E09000019",-7,4,-3,17,2,0
"2020-03-09","Islington","E09000019",-10,4,-8,-5,-3,2
"2020-03-10","Islington","E09000019",-9,6,-1,-5,-4,2
"2020-03-11","Islington","E09000019",-12,8,7,-14,-7,4
"2020-03-12","Islington","E09000019",-17,14,-6,-17,-13,5
"2020-03-13","Islington","E09000019",-23,15,3,-23,-20,9
"2020-03-14","Islington","E09000019",-26,18,-7,-10,-6,5
"2020-03-15","Islington","E09000019",-30,10,-11,-16,-12,5
"2020-03-16","Islington","E09000019",-29,13,18,-33,-33,12
"2020-03-17","Islington","E09000019",-42,11,-5,-49,-47,19
"2020-03-18","Islington","E09000019",-49,12,-2,-56,-54,24
"2020-03-19","Islington","E09000019",-57,16,-30,-60,-60,25
"2020-03-20","Islington","E09000019",-63,0,-15,-65,-62,28
"2020-03-21","Islington","E09000019",-73,-2,-4,-66,-46,18
"2020-03-22","Islington","E09000019",-75,-18,5,-72,-49,15
"2020-03-23","Islington","E09000019",-70,-27,-9,-71,-75,32
"2020-03-24","Islington","E09000019",-83,-34,-19,-80,-82,37
"2020-03-25","Islington","E09000019",-85,-36,-17,-83,-84,39
"2020-03-26","Islington","E09000019",-86,-37,-21,-85,-85,40
"2020-03-27","Islington","E09000019",-87,-35,-21,-85,-84,41
"2020-03-28","Islington","E09000019",-88,-33,-39,-84,-68,25
"2020-03-29","Islington","E09000019",-89,-42,-46,-86,-68,NA
"2020-03-30","Islington","E09000019",-85,-46,-46,-85,-86,38
"2020-03-31","Islington","E09000019",-85,-42,-29,-85,-86,39
"2020-04-01","Islington","E09000019",-86,-45,-29,-86,-85,40
"2020-04-02","Islington","E09000019",-87,-41,-27,-86,-86,40
"2020-04-03","Islington","E09000019",-87,-37,-18,-85,-84,41
"2020-04-04","Islington","E09000019",-86,-27,-3,-83,-66,23
"2020-04-05","Islington","E09000019",-86,-35,7,-84,-65,NA
"2020-04-06","Islington","E09000019",-85,-45,-32,-85,-85,38
"2020-04-07","Islington","E09000019",-86,-40,-8,-86,-85,38
"2020-04-08","Islington","E09000019",-87,-41,-15,-85,-85,39
"2020-04-09","Islington","E09000019",-86,-30,-9,-86,-85,39
"2020-04-10","Islington","E09000019",-88,-36,3,-88,-90,42
"2020-04-11","Islington","E09000019",-88,-25,-9,-83,-65,23
"2020-04-12","Islington","E09000019",-89,-52,-9,-85,-64,NA
"2020-04-13","Islington","E09000019",-88,-51,-28,-90,-91,40
"2020-04-14","Islington","E09000019",-86,-40,-20,-86,-85,37
"2020-04-15","Islington","E09000019",-86,-39,-6,-85,-84,39
"2020-04-16","Islington","E09000019",-87,-39,-16,-86,-84,40
"2020-04-17","Islington","E09000019",-88,-39,-28,-86,-84,42
"2020-04-18","Islington","E09000019",-87,-28,-25,-83,-60,23
"2020-04-19","Islington","E09000019",-86,-33,12,-83,-57,18
"2020-04-20","Islington","E09000019",-84,-42,-4,-83,-83,36
"2020-04-21","Islington","E09000019",-84,-40,2,-84,-84,37
"2020-04-22","Islington","E09000019",-85,-39,5,-85,-83,38
"2020-04-23","Islington","E09000019",-86,-36,12,-85,-83,38
"2020-04-24","Islington","E09000019",-86,-33,8,-84,-81,39
"2020-04-25","Islington","E09000019",-86,-24,8,-81,-56,22
"2020-04-26","Islington","E09000019",-85,-32,23,-82,-55,17
"2020-04-27","Islington","E09000019",-83,-41,-6,-82,-82,36
"2020-04-28","Islington","E09000019",-87,-49,-58,-86,-84,39
"2020-04-29","Islington","E09000019",-86,-38,-28,-85,-83,39
"2020-04-30","Islington","E09000019",-88,-38,-34,-85,-83,40
"2020-05-01","Islington","E09000019",-88,-31,-15,-84,-81,40
"2020-05-02","Islington","E09000019",-86,-20,18,-79,-56,21
"2020-05-03","Islington","E09000019",-87,-34,-1,-82,-55,18
"2020-05-04","Islington","E09000019",-84,-37,9,-81,-82,35
"2020-05-05","Islington","E09000019",-85,-35,11,-83,-82,36
"2020-05-06","Islington","E09000019",-85,-34,28,-82,-81,37
"2020-05-07","Islington","E09000019",-85,-26,33,-82,-81,36
"2020-05-08","Islington","E09000019",-87,-32,52,-85,-87,38
"2020-05-09","Islington","E09000019",-86,-19,52,-78,-53,19
"2020-05-10","Islington","E09000019",-88,-37,-11,-81,-56,18
"2020-05-11","Islington","E09000019",-83,-38,-11,-81,-81,36
"2020-05-12","Islington","E09000019",-84,-34,14,-81,-80,36
"2020-05-13","Islington","E09000019",-85,-36,5,-82,-80,37
"2020-05-14","Islington","E09000019",-85,-32,28,-82,-80,37
"2020-05-15","Islington","E09000019",-85,-26,58,-81,-78,37
"2020-05-16","Islington","E09000019",-85,-18,55,-76,-51,19
"2020-05-17","Islington","E09000019",-83,-26,71,-77,-49,14
"2020-05-18","Islington","E09000019",-81,-32,51,-78,-80,33
"2020-05-19","Islington","E09000019",-81,-30,95,-79,-79,33
"2020-05-20","Islington","E09000019",-82,-26,119,-79,-79,33
"2020-05-21","Islington","E09000019",-84,-23,87,-79,-79,35
"2020-05-22","Islington","E09000019",-84,-22,76,-78,-77,35
"2020-05-23","Islington","E09000019",-84,-15,46,-74,-46,18
"2020-05-24","Islington","E09000019",-82,-22,100,-73,-41,12
"2020-05-25","Islington","E09000019",-82,-35,134,-80,-87,29
"2020-05-26","Islington","E09000019",-82,-28,71,-78,-79,32
"2020-05-27","Islington","E09000019",-82,-28,71,-78,-78,34
"2020-05-28","Islington","E09000019",-82,-25,92,-77,-78,34
"2020-05-29","Islington","E09000019",-83,-20,121,-75,-75,33
"2020-05-30","Islington","E09000019",-82,-11,133,-68,-35,14
"2020-05-31","Islington","E09000019",-81,-20,136,-70,-35,11
"2020-06-01","Islington","E09000019",-79,-26,90,-73,-75,30
"2020-06-02","Islington","E09000019",-80,-26,103,-75,-75,31
"2020-06-03","Islington","E09000019",-82,-31,21,-76,-76,34
"2020-06-04","Islington","E09000019",-83,-26,27,-76,-76,34
"2020-06-05","Islington","E09000019",-82,-22,45,-75,-74,34
"2020-06-06","Islington","E09000019",-84,-17,-2,-70,-38,18
"2020-06-07","Islington","E09000019",-81,-22,47,-70,-35,13
"2020-06-08","Islington","E09000019",-79,-27,42,-74,-75,31
"2020-06-09","Islington","E09000019",-79,-26,69,-75,-74,32
"2020-06-10","Islington","E09000019",-82,-32,-5,-76,-75,35
"2020-06-11","Islington","E09000019",-81,-26,40,-76,-75,34
"2020-06-12","Islington","E09000019",-81,-22,54,-74,-73,34
"2020-06-13","Islington","E09000019",-80,-8,190,-63,-28,12
"2020-06-14","Islington","E09000019",-78,-21,140,-67,-23,10
"2020-06-15","Islington","E09000019",-74,-25,85,-70,-73,29
"2020-06-16","Islington","E09000019",-75,-22,95,-72,-73,30
"2020-06-17","Islington","E09000019",-78,-27,59,-73,-73,32
"2020-06-18","Islington","E09000019",-80,-23,38,-74,-74,33
"2020-06-19","Islington","E09000019",-78,-18,74,-70,-71,31
"2020-06-20","Islington","E09000019",-77,-6,138,-63,-24,11
"2020-06-21","Islington","E09000019",-76,-16,105,-69,-21,10
"2020-06-22","Islington","E09000019",-73,-24,133,-69,-73,27
"2020-06-23","Islington","E09000019",-75,-22,140,-71,-72,27
"2020-06-24","Islington","E09000019",-75,-19,154,-71,-71,27
"2020-06-25","Islington","E09000019",-77,-16,154,-71,-71,27
"2020-06-26","Islington","E09000019",-77,-15,138,-68,-70,27
"2020-06-27","Islington","E09000019",-79,-10,46,-61,-31,14
"2020-06-28","Islington","E09000019",-76,-20,75,-63,-20,9
"2020-06-29","Islington","E09000019",-74,-25,54,-68,-71,28
"2020-06-30","Islington","E09000019",-73,-25,46,-71,-71,29
"2020-07-01","Islington","E09000019",-74,-24,55,-71,-71,29
"2020-07-02","Islington","E09000019",-76,-25,37,-72,-71,30
"2020-07-03","Islington","E09000019",-74,-18,84,-68,-69,28
"2020-07-04","Islington","E09000019",-69,-14,67,-54,-22,9
"2020-07-05","Islington","E09000019",-67,-19,109,-57,-17,7
"2020-07-06","Islington","E09000019",-67,-27,55,-66,-71,25
"2020-07-07","Islington","E09000019",-68,-25,46,-69,-71,27
"2020-07-08","Islington","E09000019",-70,-29,20,-69,-70,28
"2020-07-09","Islington","E09000019",-72,-26,20,-69,-70,27
"2020-07-10","Islington","E09000019",-69,-20,86,-64,-67,24
"2020-07-11","Islington","E09000019",-67,-13,93,-50,-17,7
"2020-07-12","Islington","E09000019",-65,-18,117,-54,-14,4
"2020-07-13","Islington","E09000019",-65,-27,66,-65,-70,24
"2020-07-14","Islington","E09000019",-66,-26,60,-68,-70,25
"2020-07-15","Islington","E09000019",-63,-28,51,-67,-68,26
"2020-07-16","Islington","E09000019",-64,-23,73,-66,-68,24
"2020-07-17","Islington","E09000019",-63,-21,126,-62,-66,21
"2020-07-18","Islington","E09000019",-63,-16,113,-49,-14,4
"2020-07-19","Islington","E09000019",-63,-25,49,-55,-11,6
"2020-07-20","Islington","E09000019",-60,-28,88,-64,-67,22
"2020-07-21","Islington","E09000019",-61,-27,85,-66,-67,24
"2020-07-22","Islington","E09000019",-62,-28,86,-65,-67,24
"2020-07-23","Islington","E09000019",-63,-26,71,-65,-68,24
"2020-07-24","Islington","E09000019",-63,-26,78,-61,-66,22
"2020-07-25","Islington","E09000019",-63,-23,7,-50,-17,9
"2020-07-26","Islington","E09000019",-60,-26,43,-50,-11,4
"2020-07-27","Islington","E09000019",-62,-33,11,-63,-71,24
"2020-07-28","Islington","E09000019",-60,-28,65,-64,-69,24
"2020-07-29","Islington","E09000019",-60,-28,91,-63,-68,23
"2020-07-30","Islington","E09000019",-59,-23,107,-63,-69,22
"2020-07-31","Islington","E09000019",-62,-26,108,-59,-68,18
"2020-08-01","Islington","E09000019",-59,-18,86,-43,-15,4
"2020-08-02","Islington","E09000019",-57,-24,81,-48,-10,2
"2020-08-03","Islington","E09000019",-55,-32,54,-60,-70,21
"2020-08-04","Islington","E09000019",-53,-31,69,-63,-69,22
"2020-08-05","Islington","E09000019",-53,-30,81,-62,-68,22
"2020-08-06","Islington","E09000019",-60,-26,76,-63,-69,22
"2020-08-07","Islington","E09000019",-61,-27,92,-60,-67,19
"2020-08-08","Islington","E09000019",-61,-20,66,-48,-14,4
"2020-08-09","Islington","E09000019",-57,-24,76,-48,-11,1
"2020-08-10","Islington","E09000019",-50,-30,71,-59,-70,19
"2020-08-11","Islington","E09000019",-49,-28,73,-63,-70,20
"2020-08-12","Islington","E09000019",-51,-31,63,-64,-68,21
"2020-08-13","Islington","E09000019",-59,-28,46,-63,-69,22
"2020-08-14","Islington","E09000019",-60,-30,24,-60,-68,21
"2020-08-15","Islington","E09000019",-57,-23,20,-48,-18,6
"2020-08-16","Islington","E09000019",-55,-28,34,-48,-15,4
"2020-08-17","Islington","E09000019",-49,-34,NA,-61,-71,21
"2020-08-18","Islington","E09000019",-47,-33,NA,-62,-68,21
"2020-08-19","Islington","E09000019",-53,-41,NA,-63,-69,23
"2020-08-20","Islington","E09000019",-55,-26,NA,-62,-69,20
"2020-08-21","Islington","E09000019",-59,-32,NA,-60,-68,21
"2020-08-22","Islington","E09000019",-56,-21,NA,-42,-16,4
"2020-08-23","Islington","E09000019",-54,-27,NA,-47,NA,3
"2020-08-24","Islington","E09000019",-44,-35,NA,-58,-69,20
"2020-08-25","Islington","E09000019",-47,-38,NA,-62,-69,21
"2020-08-26","Islington","E09000019",-42,-32,NA,-58,-66,19
"2020-08-27","Islington","E09000019",-58,-32,NA,-61,-69,22
"2020-08-28","Islington","E09000019",-56,-28,NA,-57,-67,19
"2020-08-29","Islington","E09000019",-55,-24,NA,-43,-17,4
"2020-08-30","Islington","E09000019",-48,-29,NA,-44,NA,1
"2020-08-31","Islington","E09000019",-42,-44,NA,-62,-81,17
"2020-09-01","Islington","E09000019",-52,-26,NA,-61,-69,19
"2020-09-02","Islington","E09000019",-55,-29,NA,-61,-67,21
"2020-09-03","Islington","E09000019",-56,-27,NA,-59,-67,21
"2020-09-04","Islington","E09000019",-53,-23,NA,-55,-65,18
"2020-09-05","Islington","E09000019",-49,-17,NA,-45,-17,4
"2020-09-06","Islington","E09000019",-48,-20,NA,-54,NA,3
"2020-09-07","Islington","E09000019",-49,-26,NA,-56,-68,19
"2020-09-08","Islington","E09000019",-51,-25,NA,-59,-66,19
"2020-09-09","Islington","E09000019",-51,-25,NA,-59,-64,20
"2020-09-10","Islington","E09000019",-51,-20,NA,-57,-64,19
"2020-09-11","Islington","E09000019",-51,-23,62,-52,-62,18
"2020-09-12","Islington","E09000019",-47,-17,66,-35,-15,4
"2020-09-13","Islington","E09000019",-45,-20,91,-37,-10,1
"2020-09-14","Islington","E09000019",-48,-23,89,-53,-61,17
"2020-09-15","Islington","E09000019",-48,-22,83,-57,-61,18
"2020-09-16","Islington","E09000019",-50,-24,65,-56,-61,19
"2020-09-17","Islington","E09000019",-51,-24,62,-57,-61,18
"2020-09-18","Islington","E09000019",-51,-24,60,-54,-60,17
"2020-09-19","Islington","E09000019",-47,-18,65,-36,-15,4
"2020-09-20","Islington","E09000019",-44,-20,89,-42,-10,2
"2020-09-21","Islington","E09000019",-48,-23,63,-53,-63,18
"2020-09-22","Islington","E09000019",-48,-24,62,-57,-62,18
"2020-09-23","Islington","E09000019",-54,-28,9,-59,-61,22
"2020-09-24","Islington","E09000019",-55,-22,17,-58,-62,21
"2020-09-25","Islington","E09000019",-54,-23,17,-52,-60,20
"2020-09-26","Islington","E09000019",-49,-17,8,-38,-15,6
"2020-09-27","Islington","E09000019",-47,-24,13,-43,-19,5
"2020-09-28","Islington","E09000019",-48,-25,42,-56,-62,19
"2020-09-29","Islington","E09000019",-51,-26,24,-59,-61,20
"2020-09-30","Islington","E09000019",-53,-27,7,-59,-61,21
"2020-10-01","Islington","E09000019",-53,-20,31,-58,-58,20
"2020-10-02","Islington","E09000019",-60,-30,-23,-54,-59,22
"2020-10-03","Islington","E09000019",-50,-12,-1,-40,-17,8
"2020-10-04","Islington","E09000019",-52,-27,-28,-46,-19,7
"2020-10-05","Islington","E09000019",-51,-25,19,-54,-61,20
"2020-10-06","Islington","E09000019",-52,-25,18,-59,-60,20
"2020-10-07","Islington","E09000019",-52,-25,33,-58,-58,20
"2020-10-08","Islington","E09000019",-55,-23,15,-58,-59,21
"2020-10-09","Islington","E09000019",-55,-23,17,-55,-59,19
